LSOA11CD,population
E01013662,2092
E01013663,1828
E01013664,1879
E01013665,2391
E01013666,1747
E01013667,1641
E01013668,1473
E01013669,1543
E01013670,2021
E01013671,2041
E01013672,1602
E01013673,1795
E01013674,1595
E01013675,1871
E01013676,2321
E01013677,1547
E01013678,1800
E01013679,1652
E01013680,2241
E01013681,2233
E01013682,2150
E01013683,2714
E01013684,2640
E01013685,1537
E01013686,1963
E01013687,1858
E01013688,2116
E01013689,2365
E01013690,2383
E01013691,1804
E01013692,1470
E01013693,1685
E01013694,2391
E01013696,2629
E01013698,1750
E01013699,2087
E01013700,1660
E01013702,1704
E01013703,1253
E01013704,1503
E01013705,1684
E01013706,1683
E01013707,1620
E01013709,1715
E01013710,1471
E01013711,1817
E01013712,1320
E01013713,1838
E01013714,1985
E01013715,1517
E01013717,1669
E01013718,1897
E01013719,1878
E01013720,1935
E01013721,1780
E01013722,2100
E01013723,1508
E01013725,1708
E01013726,2056
E01013727,1786
E01013728,1838
E01013729,1350
E01013730,1874
E01013731,1633
E01013732,2629
E01013733,2171
E01013734,1518
E01013735,1254
E01013736,2266
E01013737,1398
E01013738,1386
E01013739,1572
E01013740,1540
E01013741,1818
E01013742,1750
E01013743,2143
E01013744,1762
E01013745,1764
E01013746,1908
E01013747,2136
E01013748,1892
E01013749,1623
E01013750,1600
E01013751,1977
E01013752,1565
E01013753,1819
E01013754,2562
E01013755,2438
E01013756,2147
E01013757,1730
E01013758,1639
E01013759,1920
E01013760,2106
E01013761,2084
E01013762,1873
E01013763,2425
E01013764,1647
E01013765,1978
E01013766,2096
E01013767,1754
E01013768,2080
E01013770,1535
E01013771,1704
E01013772,1721
E01013773,1505
E01013774,2251
E01013776,2437
E01013777,2083
E01013779,2370
E01013780,1607
E01013781,1882
E01013782,1624
E01013783,1534
E01013784,1475
E01013785,1561
E01013786,1682
E01032597,1608
E01032599,1740
E01032602,1880
E01032862,2272
E01032863,2412
E01032865,2112
E01032868,3189
E01032872,1354
E01032873,2391
E01034008,1874
E01034009,1518
E01034010,1840
E01034011,2167
E01034012,2699
E01034013,2104
E01034014,1781
E01034015,1615
E01034016,2219
E01034017,1829
E01034018,1605
E01034019,2073
E01034020,3407
E01034021,1395
E01034022,3149
E01034023,1727
E01034024,2019
E01034025,2115
E01013787,1218
E01013788,3978
E01013789,1374
E01013790,2410
E01013791,1214
E01013792,1645
E01013793,1379
E01013794,1334
E01013795,1192
E01013796,1432
E01013797,1650
E01013798,1247
E01013799,1723
E01013800,1430
E01013803,2232
E01013804,1602
E01013805,1325
E01013806,1836
E01013807,1243
E01013808,1665
E01013809,1303
E01035102,1550
E01035103,1468
E01035104,1391
E01035105,1355
E01035106,1247
E01013810,2055
E01013811,1454
E01013812,1732
E01013813,2772
E01013814,2077
E01013815,1913
E01013816,4644
E01013817,1742
E01013818,1696
E01013819,1750
E01013820,1727
E01013821,1815
E01013822,1879
E01013823,1817
E01013824,1626
E01013825,2023
E01013826,1927
E01013827,1443
E01013828,1880
E01013829,1749
E01013830,1584
E01013831,1493
E01013832,1798
E01013833,1384
E01013834,1538
E01013835,1621
E01013836,2099
E01013837,2042
E01013838,1782
E01013839,2129
E01013840,2678
E01013841,1723
E01013842,2193
E01013843,2355
E01013844,1757
E01013845,1971
E01013846,1692
E01013847,1567
E01013849,1673
E01013850,1492
E01013851,1480
E01013852,1708
E01013853,1605
E01013854,1614
E01013855,1708
E01013856,1547
E01013858,1477
E01013859,1544
E01013860,1733
E01013861,1619
E01013862,1600
E01013863,1565
E01013864,2292
E01013865,1619
E01013866,1450
E01013867,1886
E01013868,1521
E01013870,2445
E01013871,2419
E01013872,1917
E01013873,1845
E01013874,1827
E01013875,1171
E01013876,1695
E01013877,1579
E01013878,1372
E01013879,1353
E01013880,1606
E01013881,1526
E01013882,1518
E01013883,1440
E01013884,1343
E01013885,1755
E01013886,1399
E01013887,1562
E01013888,1594
E01013889,1678
E01013890,1548
E01013891,1725
E01013892,1320
E01013893,1524
E01013894,1469
E01013895,1411
E01013896,1307
E01013897,1542
E01013898,2637
E01013899,1320
E01013900,1521
E01013901,1464
E01013902,1917
E01013903,1230
E01013904,1582
E01013905,1471
E01013906,1697
E01013907,1542
E01013908,1495
E01013909,1428
E01013910,1570
E01013911,1517
E01013912,1478
E01013913,1843
E01013914,1753
E01013915,1552
E01013916,1530
E01013917,2012
E01013918,2081
E01013919,1853
E01013920,2318
E01013921,2268
E01013928,1342
E01013929,2184
E01013930,1996
E01013931,2232
E01013932,2650
E01013933,1932
E01013934,1676
E01013935,1518
E01013936,2064
E01013937,1810
E01013938,1579
E01013939,1442
E01013940,1889
E01013941,1913
E01013942,2141
E01013943,1895
E01013944,1773
E01013945,2426
E01013947,2056
E01013948,1392
E01013953,2027
E01013954,2356
E01013957,1654
E01013958,1829
E01013959,1916
E01013960,1831
E01013961,2449
E01013962,2060
E01013963,1445
E01013964,1784
E01013965,1344
E01013966,1347
E01013967,1672
E01013968,1456
E01013969,1841
E01013970,1603
E01013971,1496
E01013972,1587
E01013977,2054
E01013978,1841
E01013979,1667
E01013980,1725
E01013981,1806
E01013982,1673
E01013983,1404
E01013984,1449
E01013985,1736
E01032520,1855
E01032522,2781
E01032621,1493
E01033395,4136
E01033396,1122
E01033397,1962
E01033398,1278
E01033399,3256
E01033400,3278
E01033402,1842
E01033407,1235
E01033409,1594
E01033410,2478
E01033411,1168
E01035500,2234
E01035501,2795
E01035502,2961
E01035503,1933
E01035504,1781
E01035505,2924
E01035506,2352
E01035507,4957
E01035508,4471
E01013986,1604
E01013987,1697
E01013988,1889
E01013989,1501
E01013990,2137
E01013991,1398
E01013992,1553
E01013993,1582
E01013994,1525
E01013995,1848
E01013996,1491
E01013997,1842
E01013998,1537
E01013999,1487
E01014000,1302
E01014001,1732
E01014002,1458
E01014003,1629
E01014004,1507
E01014005,1713
E01014006,1694
E01014008,1615
E01014009,1597
E01014010,2122
E01014011,1520
E01014012,1720
E01014013,2070
E01014014,1884
E01014015,1620
E01014016,1533
E01014017,1404
E01014018,1552
E01014019,1507
E01014020,1613
E01014021,1500
E01014022,2364
E01014023,2023
E01014024,1277
E01014025,1475
E01014026,2091
E01014027,1559
E01014028,1499
E01014029,1493
E01014030,1479
E01014031,1670
E01014032,1522
E01014033,1771
E01014034,1467
E01014035,1738
E01014036,2122
E01014037,1427
E01014038,1454
E01014039,1632
E01014040,1470
E01014041,1553
E01014042,1584
E01014043,998
E01014044,1523
E01014045,1711
E01014046,1529
E01014047,1434
E01014048,1682
E01014049,1582
E01014050,1809
E01014051,1877
E01014052,1467
E01014053,1807
E01014054,1349
E01014055,1662
E01014056,1428
E01014057,2071
E01014058,1691
E01014059,2034
E01014060,1606
E01014061,2345
E01014062,1835
E01014063,1740
E01014064,1522
E01014065,1449
E01014066,1223
E01014067,1255
E01014068,1461
E01014069,1889
E01014070,2293
E01014071,1414
E01014072,1940
E01014073,1960
E01014074,1410
E01014075,1789
E01014076,2198
E01014077,1565
E01014078,1376
E01014079,1611
E01014080,1546
E01014081,1516
E01014082,1986
E01014083,1600
E01014084,1541
E01014085,1661
E01014086,1522
E01014087,1340
E01014088,1317
E01014089,1261
E01014090,1494
E01014091,1565
E01014092,1861
E01014093,1337
E01014094,1449
E01014095,1350
E01014096,1534
E01014097,1316
E01014098,1948
E01014099,1928
E01014100,1753
E01014101,1014
E01035055,2124
E01035056,1496
E01014102,2492
E01014103,1164
E01014104,2074
E01014105,2583
E01014106,1543
E01014107,1090
E01014108,1556
E01014109,1255
E01014110,1825
E01014111,1580
E01014112,1858
E01014113,1866
E01014114,1457
E01014115,1580
E01014116,1750
E01014117,1161
E01014118,1438
E01014119,1518
E01014120,1836
E01014121,1309
E01014122,1482
E01014123,1476
E01014124,1555
E01014125,1467
E01014126,1543
E01014127,1693
E01014128,2461
E01014129,1106
E01014130,1678
E01014131,2697
E01014132,976
E01014133,2262
E01014134,1530
E01014135,1496
E01014136,1873
E01014137,2136
E01014138,1703
E01014139,1428
E01014140,1426
E01014142,1447
E01014143,1749
E01014144,1979
E01014145,2137
E01014148,1465
E01014149,1102
E01014150,1560
E01014151,1412
E01014152,1973
E01014153,1942
E01014154,1710
E01014155,1843
E01014157,1369
E01014158,2420
E01014159,1205
E01014160,1229
E01014161,1045
E01014162,1918
E01014163,2115
E01014164,1712
E01014165,1620
E01014166,1624
E01014167,2750
E01014168,1378
E01014169,1842
E01014170,1443
E01014171,1462
E01014172,1316
E01014173,1720
E01014174,1642
E01014175,1985
E01014176,1523
E01014177,2053
E01014178,1810
E01014179,1206
E01014180,1335
E01014181,3303
E01014182,2064
E01014183,2177
E01014184,2241
E01014185,1712
E01014186,1360
E01014187,1420
E01014188,1291
E01014189,1399
E01014190,1454
E01014191,1781
E01014192,1595
E01014193,1700
E01014194,1694
E01014195,1378
E01014196,1626
E01014197,1968
E01014198,1458
E01014199,1879
E01014200,1391
E01014201,1292
E01014202,3092
E01014203,1589
E01014204,2438
E01014205,1323
E01014206,1315
E01014207,1266
E01014208,1414
E01014209,1494
E01035073,1600
E01035074,1971
E01035075,1342
E01035076,2283
E01035077,1777
E01035078,2015
E01035079,1525
E01035080,1536
E01035081,1514
E01035082,1922
E01035083,3389
E01014210,1564
E01014211,1624
E01014212,2181
E01014213,1289
E01014214,1505
E01014215,1506
E01014216,1350
E01014217,1459
E01014218,1647
E01014219,1293
E01014220,1735
E01014221,1585
E01014222,1625
E01014223,1875
E01014224,1835
E01014225,1446
E01014226,1377
E01014228,1267
E01014229,2205
E01014230,1652
E01014233,1448
E01014234,1603
E01014235,1605
E01014237,1713
E01014238,1618
E01014239,1508
E01014240,1608
E01014241,1589
E01014242,1558
E01014243,1379
E01014244,1737
E01014245,1704
E01014246,1686
E01014247,1843
E01014248,1423
E01014249,2108
E01014250,1490
E01014252,1693
E01014253,1662
E01014254,2210
E01014255,1989
E01014256,2251
E01014257,1820
E01014258,1504
E01014259,1524
E01014260,1402
E01014261,1595
E01014262,1397
E01014263,1708
E01014264,1942
E01014265,1507
E01014266,1316
E01014267,2309
E01014268,2644
E01014269,1727
E01014270,1554
E01014271,1519
E01014272,1465
E01014273,1406
E01014274,1898
E01014275,1600
E01014276,1517
E01014277,1508
E01014278,1228
E01014279,1888
E01014280,1170
E01014281,2331
E01014282,1721
E01014283,2155
E01014284,1517
E01014285,2770
E01014286,1849
E01014287,2533
E01014288,1703
E01014289,1558
E01014290,1564
E01014291,2284
E01014292,1610
E01014293,1857
E01014294,1301
E01014295,1654
E01014296,1386
E01014297,1108
E01014298,1589
E01014299,1298
E01014300,1491
E01014301,1627
E01014302,1965
E01014303,1348
E01014304,1458
E01014305,1806
E01014306,1624
E01014307,1760
E01014308,1498
E01014309,1329
E01014310,2149
E01014311,1360
E01014312,1412
E01014313,1549
E01014314,1423
E01014315,1244
E01014316,1756
E01014317,1608
E01014318,1387
E01014319,1404
E01014320,1219
E01014321,1375
E01014322,1746
E01014323,1384
E01014324,1427
E01014325,1210
E01014326,1303
E01014327,1498
E01014328,1576
E01014329,1673
E01014330,1445
E01014331,1600
E01014332,1664
E01014333,1391
E01014334,1333
E01014335,1772
E01014336,1659
E01014337,1759
E01014338,1507
E01014339,2308
E01014340,2212
E01014341,1859
E01014342,1507
E01014343,1914
E01014344,1621
E01014345,2374
E01014346,1651
E01014347,1477
E01014348,1514
E01014349,1351
E01014350,1354
E01014351,1428
E01014352,1331
E01014353,1697
E01014354,1866
E01014355,2190
E01014356,1947
E01014357,1649
E01014358,1336
E01014359,1976
E01014360,2898
E01014361,2033
E01014362,1241
E01014363,1264
E01014364,1525
E01014365,1511
E01014366,1887
E01014367,2149
E01014368,1860
E01014369,1866
E01034052,1252
E01034053,1931
E01034054,1291
E01034055,1571
E01034056,1629
E01034057,1704
E01034058,1872
E01034059,2259
E01014370,1931
E01014371,2163
E01014372,1894
E01014373,1570
E01014374,1619
E01014375,1320
E01014376,1685
E01014377,1528
E01014380,4919
E01014381,1484
E01014382,2551
E01014383,1167
E01014384,1631
E01014385,1527
E01014386,1176
E01014387,1795
E01014388,1259
E01014389,2328
E01014390,1489
E01014391,1736
E01014392,1122
E01014393,1343
E01014394,1740
E01014395,1289
E01014396,1575
E01014397,1441
E01014398,2116
E01014399,2820
E01014400,2757
E01014401,1685
E01014403,1755
E01014404,2172
E01014405,2107
E01014407,1941
E01014409,1612
E01014410,1775
E01014411,2211
E01014412,1332
E01014413,2468
E01014414,1596
E01014415,1952
E01014416,1842
E01014417,1838
E01014418,1504
E01014419,1562
E01014420,1475
E01014421,1584
E01014422,1694
E01014423,1426
E01014424,2353
E01014425,2339
E01014426,1495
E01014427,1252
E01014428,1359
E01014429,1625
E01014430,1584
E01014431,1196
E01014432,1391
E01014433,1353
E01014434,2007
E01014435,1929
E01014436,1614
E01014437,1473
E01014438,1298
E01014439,1756
E01014440,2589
E01014441,2206
E01014442,1678
E01014443,1534
E01014444,1670
E01014445,1704
E01014446,1162
E01014447,2149
E01014448,1481
E01014449,1580
E01014450,1491
E01014451,1764
E01014452,1483
E01014453,1369
E01014454,1318
E01014455,1383
E01014456,1495
E01014457,1417
E01014458,1425
E01014459,1531
E01014460,1202
E01014461,1197
E01014462,1569
E01014463,1547
E01014464,1706
E01014465,1457
E01014466,1282
E01014467,1583
E01014468,1451
E01014469,1355
E01014470,1833
E01014471,1568
E01014472,1848
E01014473,1937
E01014474,1358
E01014476,1618
E01014477,1497
E01014478,1183
E01014479,1468
E01014480,1489
E01014481,1647
E01014482,1366
E01014483,1454
E01014484,1950
E01033078,2154
E01033079,1198
E01033080,2366
E01035205,1745
E01035206,1583
E01035207,1674
E01035208,2455
E01035209,1093
E01035210,2236
E01014485,1916
E01014486,2802
E01014487,2008
E01014488,2208
E01014489,2686
E01014491,2072
E01014492,1735
E01014493,1735
E01014494,1619
E01014495,1823
E01014496,2109
E01014497,1951
E01014498,1744
E01014499,1700
E01014500,1868
E01014501,2177
E01014502,2069
E01014504,1646
E01014505,1840
E01014506,1699
E01014507,1883
E01014508,1683
E01014509,2595
E01014510,2171
E01014511,1422
E01014512,1509
E01014513,1632
E01014514,2299
E01014515,1515
E01014516,1501
E01014517,1366
E01014518,1888
E01014519,1373
E01014520,1737
E01014521,1504
E01014522,1892
E01014523,1738
E01014524,1670
E01014525,1656
E01014526,1656
E01014527,1359
E01014528,1597
E01014529,1456
E01014530,1549
E01014531,2202
E01014532,1483
E01014533,1633
E01014534,1681
E01014535,2071
E01014536,1772
E01014537,1835
E01014538,1942
E01014539,1977
E01014544,1200
E01014545,1884
E01014546,1612
E01014547,1689
E01014548,1654
E01014549,1163
E01014550,2258
E01014551,1819
E01014552,1835
E01014553,1997
E01014554,1880
E01014555,1928
E01014556,1835
E01014557,1664
E01014558,1921
E01014559,2015
E01014560,1674
E01014561,1765
E01014562,1694
E01014563,1945
E01014564,1939
E01014565,1834
E01014566,1751
E01014567,2003
E01014568,2621
E01014569,2281
E01014570,2122
E01014571,1804
E01014572,2129
E01014573,2103
E01014574,2379
E01014575,1638
E01014576,2311
E01014577,1693
E01014578,1842
E01014579,1585
E01014580,1556
E01014581,1627
E01014582,1454
E01014583,2049
E01014584,1464
E01014585,2039
E01014586,1515
E01014587,1654
E01014588,2925
E01014589,1638
E01014590,2501
E01014591,2072
E01014592,1847
E01014593,1648
E01014594,1733
E01014595,1498
E01014596,1695
E01014597,1444
E01014598,2338
E01014599,1337
E01014600,1480
E01014601,2023
E01014602,2056
E01014603,2707
E01014605,1893
E01014607,1905
E01014608,1904
E01014609,1841
E01014610,1594
E01014611,1530
E01014612,1557
E01014613,1589
E01014614,1446
E01014615,1605
E01014616,1537
E01014617,1405
E01014618,1660
E01014619,1572
E01014620,1641
E01014621,1547
E01014622,1910
E01014623,1855
E01014624,1906
E01014626,2962
E01014627,2299
E01014629,1631
E01014630,2387
E01014631,1310
E01014632,2228
E01014633,1958
E01014634,1889
E01014635,2109
E01014636,1623
E01014637,1690
E01014638,2125
E01014639,1605
E01014640,1712
E01014641,1577
E01014642,1496
E01014643,1454
E01014644,1676
E01014645,1685
E01014646,1859
E01014647,1917
E01014648,1786
E01014649,1806
E01014650,1649
E01014651,1822
E01014653,2820
E01014654,2714
E01014655,2686
E01014658,2624
E01014659,2324
E01014660,2343
E01014661,1810
E01014662,1762
E01014663,1687
E01014664,1809
E01014665,2294
E01014666,1960
E01014667,1708
E01014668,1671
E01014669,1658
E01014670,1526
E01014671,1785
E01014672,2260
E01014673,2006
E01014674,1823
E01014675,1830
E01014676,1579
E01014677,1545
E01014678,1740
E01014679,1678
E01014680,1286
E01014681,2623
E01014682,1763
E01014683,1960
E01014684,2044
E01014685,1729
E01014686,1938
E01014687,1595
E01014688,1955
E01014689,1750
E01014690,2368
E01014691,2083
E01014692,1819
E01014693,1435
E01014694,2034
E01014695,2155
E01014696,1907
E01014698,1989
E01014699,1621
E01014700,1670
E01014701,1898
E01014702,1483
E01014703,1543
E01014704,1899
E01014705,1379
E01014706,1378
E01014707,1598
E01014708,1880
E01014709,1290
E01014710,1589
E01014711,1314
E01014712,1294
E01014713,1383
E01014714,3617
E01014715,1743
E01014716,1584
E01014717,1764
E01014718,1590
E01014719,1522
E01014720,1689
E01014721,1742
E01014722,1557
E01014723,1376
E01014725,1455
E01014726,1698
E01014727,1635
E01014729,1824
E01014730,1679
E01014731,1646
E01014732,1712
E01014733,1961
E01014734,1713
E01014735,1824
E01014736,2213
E01032514,2208
E01032515,3098
E01032516,2009
E01032517,1863
E01032518,2152
E01032519,1317
E01033342,2254
E01033344,2091
E01033347,3461
E01033348,1312
E01033350,1163
E01033352,2100
E01033353,2856
E01033356,1746
E01033358,2908
E01033359,2030
E01033361,1503
E01033362,1402
E01033364,1853
E01033366,1577
E01033367,1507
E01033369,1533
E01033370,1419
E01033902,1419
E01033903,1877
E01033904,3209
E01033905,1650
E01033906,1193
E01033907,2510
E01033908,1560
E01033909,2321
E01033910,1887
E01014737,1670
E01014738,1633
E01014739,1637
E01014740,1519
E01014741,1858
E01014742,1564
E01014744,2329
E01014745,1842
E01014746,1596
E01014747,1472
E01014748,1698
E01014749,1523
E01014750,1717
E01014751,1591
E01014752,1614
E01014753,1935
E01014754,1302
E01014755,1416
E01014756,1495
E01014757,1416
E01014758,1371
E01014759,1417
E01014760,1439
E01014761,1523
E01014762,1486
E01014763,1782
E01014764,1886
E01014765,1957
E01014766,1437
E01014767,1354
E01014770,1300
E01014771,1624
E01014772,1485
E01014773,1791
E01014774,1748
E01014775,1240
E01014776,1244
E01014777,1459
E01014778,1262
E01014779,1131
E01014780,1652
E01014781,1731
E01014782,1325
E01014783,1571
E01014784,1641
E01014785,1675
E01014786,1700
E01014787,1931
E01014789,1390
E01014790,1533
E01014792,1837
E01014793,1505
E01014794,1765
E01014795,1549
E01014796,1782
E01014797,1847
E01014798,1444
E01014799,1817
E01014800,1979
E01014801,1738
E01014802,1730
E01014803,1491
E01014804,1517
E01014805,1689
E01014806,1843
E01014807,1653
E01014808,1437
E01014809,2064
E01014811,1849
E01014812,1439
E01014813,1790
E01014815,1311
E01014816,1415
E01014817,1671
E01014818,1734
E01014819,1639
E01014820,1520
E01014821,1183
E01014822,1427
E01014823,1292
E01014824,1450
E01014825,1195
E01014826,1485
E01014827,1346
E01014828,1557
E01014829,2062
E01014830,1567
E01014831,1300
E01014832,1523
E01014833,1500
E01014834,1448
E01014835,1400
E01014836,1393
E01014838,1405
E01014839,1649
E01014840,1345
E01014841,1848
E01014842,1700
E01014843,1490
E01014844,1645
E01014845,1283
E01014846,1411
E01014847,1860
E01014848,1479
E01014849,1839
E01014850,2189
E01014851,2734
E01014852,1634
E01014853,1803
E01014854,1495
E01014855,1596
E01014856,2686
E01014857,1507
E01014858,1715
E01014859,1547
E01014860,1441
E01032666,1352
E01032667,1135
E01032668,1522
E01032669,1457
E01032670,1743
E01032671,1271
E01032672,3318
E01032673,1383
E01032675,1639
E01032676,2128
E01032677,1994
E01032678,1524
